@relation disaster_tweets

@attribute text string
@attribute class_attr {derailment, fire, crash, wildfire, earthquake, bombings, shooting, flood, building_collapse, typhoon, explosion}

@data
'area signal no typhoon near',typhoon
'university mindanao campus declare suspension class please disseminate thank',typhoon
'class level  city suspend tom',typhoon
'sweet dream sleep amp sleep well',typhoon
'location track typhoon',typhoon
'people cant enjoy holiday',typhoon
'foundation accept donation typhoon victim',typhoon
'hope casualty can help close dead due typhoon',typhoon
'effect believe have be accentuate mine company ravage area',typhoon
'typhoon smash  yahoo news',typhoon
'city hall hall command center activate dial',typhoon
'reschedule number flight typhoon',typhoon
'condole victim typhoon time thousand affect',typhoon
'strength let us alarm people',typhoon
'rain typhoon arrive dawn wake up sound rain can hear raindrop wind',typhoon
'ni ko na',typhoon
'typhoon latest track',typhoon
'signal capiz rest ',typhoon
'weather bulletin cyclone warn typhoon issue pm december',typhoon
'live tv patrol update typhoon sa mindanao',typhoon
'latest weather satellite image show typhoon position',typhoon
'signal northern include group island',typhoon
'water level river bridge station rise fast',typhoon
'advisory mobile phone service interruption area hit typhoon',typhoon
'send help or hit isolate bridge break need food water',typhoon
'level it university discretion order',typhoon
'dear lord sana sa',typhoon
'miner warn typhoon adopt disaster management official sunday urge',typhoon
'shut up',typhoon
'si gusto pa sa luzon na please',typhoon
'bring donation balsa mindanao formation sunset court city',typhoon
'typhoon death toll soar ',typhoon
'rain get here no more electricity',typhoon
'landfall expect hr mindanao rain project',typhoon
'tomorrow december palace declare national day mourn',typhoon
'poultry house down',typhoon
' typhoon kill more people have die hundred more miss',typhoon
'dedicate fight victim typhoon',typhoon
'eye typhoon locate southwest city ',typhoon
'sa satellite ng nung december',typhoon
'there food tent bottle water thermos plastic crate amp basic supply survivor',typhoon
'super typhoon keep safe guy',typhoon
'heavy squall lash right now back end feeder back',typhoon
'keep open constant update live typhoon update',typhoon
'prayer people devastate pray may god show light amp may god give strength',typhoon
'more kill  typhoon pray fellow people',typhoon
'weather bulletin cyclone warn depression issue be',typhoon
'typhoon may return ',typhoon
'can help',typhoon
'typhoon head wednesday then bring rain metro ',typhoon
'signal mi pa',typhoon
'globe telecom experience service interruption due fiber optic cut area city',typhoon
'victim ng typhoon',typhoon
'tally dead injure still miss wake',typhoon
'regain typhoon strength hour be downgrade storm',typhoon
'remain jam delegate who strand due typhoon have leave city today',typhoon
'hello sunshine d super',typhoon
'ang sa mindanao ng na na ang',typhoon
'afternoon class typhoon',typhoon
'death toll typhoon  up',typhoon
'be track typhoon head start sunday discuss',typhoon
'hi guy back  na want help affect typhoon here s donate page',typhoon
'landslide loss typhoon',typhoon
'ur right better safe po',typhoon
'homeless',typhoon
'typhoon enter  area responsibility',typhoon
'typhoon impact bataan town compost',typhoon
'who want donate victim typhoon can contact u well assist donation',typhoon
'typhoon storm hit mindanao two decade',typhoon
' signal why so typhoon',typhoon
'stay safe amp mindanao',typhoon
'meet aaron victim typhoon bataan valley image',typhoon
' hit typhoon more people move shelter typhoon hit',typhoon
'super typhoon hit ',typhoon
'location west',typhoon
'ng may pang',typhoon
'typhoon slam destroy home one dead',typhoon
'typhoon make turn forecast make landfall  sunday',typhoon
'eye typhoon locate over valley or southeast',typhoon
'who want help family affect typhoon here donate page',typhoon
' typhoon death toll pass ',typhoon
'ban offer condolence un assistance typhoon',typhoon
'video typhoon hit ',typhoon
'sa metro ',typhoon
'hindi ka na po ba ka na',typhoon
'may let keep safe',typhoon
'there possibility metro  wont hit or affect',typhoon
'mo ang',typhoon
'typhoon finish heavy rain flood landslide threaten ',typhoon
'let pray safety',typhoon
'er out own storm hq',typhoon
'pray go',typhoon
'ang nasa mindanao sa ng',typhoon
'continue pray people valley be devastate typhoon guide amp make safe lord',typhoon
'stay safe mindanao please listen update',typhoon
'christmas party donate victim',typhoon
'food pack water amp item need contact or balsa',typhoon
'me coverage',typhoon
'it go week',typhoon
'hope safe home province occidental friend family',typhoon
'pray victim typhoon sa mg',typhoon
'pray pa death toll typhoon rise',typhoon
'think prayer go family lose typhoon ',typhoon
'power co staff cut off tree branch near electric line typhoon landfall ce',typhoon
'sa mindanao wish help',typhoon
'bank account number typhoon bpi',typhoon
'crew take photo super typhoon bear down  yesterday',typhoon
'typhoon slam  south destroy home one dead  typhoon bop',typhoon
' hit typhoon more people move shelter typhoon hit  rep',typhoon
'christmas come people part  suffer typhoon',typhoon
'nag start ng ang',typhoon
'latest tally dead injure still miss damage infrastructure',typhoon
'pack donate clothe make word back up action',typhoon
'sunday be hope typhoon wont hit shore',typhoon
'update leave  area responsibility par signal no sur la union panga',typhoon
'signal no sur n sur oriental',typhoon
'expect track typhoon hr category storm par',typhoon
'please pray area get affect typhoon',typhoon
' typhoon kill dozen typhoon hit  tuesday kill dozens people',typhoon
'jan na ba kayo ni',typhoon
'official statement regard suspension college release no today stay tune',typhoon
'god bless who affect typhoon',typhoon
'typhoon  death toll worsen',typhoon
'prayer affect typhoon stay safe',typhoon
'eye se sur max sustain wind up',typhoon
'number confirm dead typhoon now while remain',typhoon
'category no sa ',typhoon
'force evacuation begin',typhoon
'state weather agency say out tom afternoon',typhoon
'flood landslide sur',typhoon
'exclusive photo boston oriental',typhoon
'projection possible track typhoon cross northern mindanao',typhoon
'death toll typhoon  climb more',typhoon
'wv emergency team arrive assist survivor',typhoon
'center typhoon locate northwest northern n',typhoon
'read',typhoon
'papa end day coverage',typhoon
'photo take while bridge',typhoon
'no tourist spot de bridge',typhoon
'upload video break news dead amp rise typhoon rip ',typhoon
'ko pang gusto ko pang tsk t',typhoon
'typhoon slam  south destroy home one dead',typhoon
'morning prayer brother sister mindanao area lord please take over',typhoon
'super typhoon rip  leave hundred dead thousand displace typhoon s',typhoon
'typhoon enter ',typhoon
'check out area signal',typhoon
'photo reveal typhoon wrath',typhoon
'death toll typhoon near',typhoon
'typhoon reduce ph farmer beggar heart',typhoon
'whole office agree donate exchange gift budget cash donation typhoon victim',typhoon
'let me feel wrath super typhoon',typhoon
'field office sa ng standby fund relief supply na',typhoon
'let pray safety mindanao',typhoon
'let pray monster typhoon brace fo',typhoon
'typhoon hit south  people believe have be evacuate home detail',typhoon
'why see more coverage devastation cause death toll amp count',typhoon
'hi update list cancel flight due typhoon please refer latest',typhoon
'hit family part house room',typhoon
'live typhoon update',typhoon
'break enter ph area responsibility locate km southeast city',typhoon
'typhoon toll dead miss',typhoon
'sa ko sa mindanao po',typhoon
'weather bulletin number six cyclone warn typhoon issue pm',typhoon
'pray ',typhoon
'google get ready help ph prepare',typhoon
'eye typhoon locate km southeast',typhoon
'prayer casualty hope miss people fast recovery injure people',typhoon
'city no class level mayor jude',typhoon
'sur',typhoon
'make landfall cross area effect felt rest luzon thursday',typhoon
'god good plan typhoon victim continue',typhoon
'god bless who hit typhoon',typhoon
'thousand typhoon victim crowd evacuation center watch',typhoon
'typhoon max sustain wind near center amp up',typhoon
'imagine sense despair say plan  chief typhoon',typhoon
'it show news let pray victim esp valley',typhoon
'kill evacuate typhoon hit ',typhoon
'may now pass extreme northern luzon',typhoon
'let u pray who affect typhoon',typhoon
'dead homeless result super typhoon  long bear brunt climate',typhoon
'pray  mindanao keep safe',typhoon
'dear globe smart right now get guy victim plea',typhoon
'let help victim oriental hit area',typhoon
'eat need prayer here start panic typhoon please plea',typhoon
'water service inc pledge million',typhoon
'watch news right now prayer people who lose love one mindanao',typhoon
'typhoon bad hurricane dead',typhoon
'director oscar say  experience kph wind moderate rain',typhoon
'ms typhoon hit de city please help u pray',typhoon
'typhoon focus atlantic',typhoon
'ng ang hang sa kph sa kph',typhoon
'sa',typhoon
'good lord pray soul depart may rest peace pray safety filipino people amen',typhoon
'help me trend let trend it help province',typhoon
'crisis response page update typhoon',typhoon
'na may appointment sa na cancel typhoon yes na least safe',typhoon
'photo super typhoon see space station',typhoon
'town donate coffin victim typhoon',typhoon
'say family area amp river ready college',typhoon
'weather news here latest video update typhoon well earthquake ha',typhoon
'disturb news typhoon make landfall mindanao pud sa',typhoon
'palau  brace typhoon',typhoon
'typhoon  hit storm year',typhoon
'typhoon cancel pal express flight',typhoon
'heavy rain wind fly sheet come go notice thank god cell signal na',typhoon
'hindi po ng news po sa nga po ba sa ph long amp affect area',typhoon
'news let say yes help victim still need help cant stress enough',typhoon
'please pray here ',typhoon
'na low pressure area',typhoon
'pray wont turn degree right head watch debate',typhoon
'share u photo or story typhoon post here',typhoon
'signal no s leyte oriental valley',typhoon
'hit christmas display fall due wind',typhoon
'dear typhoon please let us filipino enjoy christmas it time year',typhoon
'typhoon death toll rise  voice america',typhoon
'dead miss due',typhoon
'super typhoon kill more ',typhoon
'days more pray friend family',typhoon
'mvp hope raise typhoon victim',typhoon
'weather advisory typhoon mindanao history',typhoon
'ni ni ni',typhoon
'u come no joke',typhoon
'evacuate few moment',typhoon
'palau jellyfish lake close further notice follow typhoon oceania television',typhoon
'least can do now help victim typhoon ',typhoon
'canada give more typhoon victim',typhoon
'help',typhoon
'afford mag na ang tao nay nay',typhoon
'pray safety mindanao us',typhoon
'ng sa sur ani plaza',typhoon
'hit mindanao hit metro  question more can answer here',typhoon
'ng sa ng sa sa',typhoon
'hold typhoon status near island en route south china sea',typhoon
'typhoon now  area responsibility keep safe mindanao',typhoon
'help affect please spread word',typhoon
'update evacuee sur sur',typhoon
'typhoon leave people death so far',typhoon
'it rain here  let safe v',typhoon
'foundation now accept cash donation help family affect typhoon visit',typhoon
'sa ng ko sa mindanao keep safe',typhoon
'let prepare typhoon expect',typhoon
'strike island palau east  hours',typhoon
'international space station crew take photo super typhoon',typhoon
'latest position track',typhoon
'prayer go out who affect typhoon have clothe or item wish donate please',typhoon
'guy victim need help pray enough',typhoon
'massacre neighborhood',typhoon
'whole world glue yesterday typhoon kill least people miss',typhoon
'typhoon claim hundred live amp displace thousand please donate',typhoon
'ng accept donation victim typhoon',typhoon
'star sparkle calm sky over no more rain wind back normal thank lord',typhoon
'hit beneficiary receive subsidy december',typhoon
'disaster preparation',typhoon
' typhoon death toll pass news news  typhoon death toll',typhoon
'pray who affect stay safe',typhoon
'fight wont affect typhoon search rescue mission',typhoon
' hit typhoon more people move shelter typhoon hit sou',typhoon
'good deed holiday season learn ways help victim typhoon',typhoon
'weather here copy typhoon script tonight tv patrol po ang',typhoon
'elderly lady bring soda bottle coin ko ma ng',typhoon
'stay safe guy amp keep pray lord god save us typhoon',typhoon
'actress amp advocate help out food distribution typhoon hit',typhoon
'typhoon still produce sustain wind last observation here latest track',typhoon
'storm signal up over luzon curve back typhoon',typhoon
'case miss it typhoon make landfall oriental',typhoon
'hope amp pray folk northern town safe mobile connection still up time',typhoon
'dead valley town bataan municipality hit',typhoon
'typhoon pound  kill least',typhoon
'dead valley say radio interview',typhoon
'keep safe',typhoon
'pray typhoon change course make direct hit island do',typhoon
'send love blessing friend ',typhoon
'typhoon kilometer typhoon',typhoon
'si sa bata ang ng nag ang',typhoon
'prepare',typhoon
'score dead typhoon slam ',typhoon
'over flight cancel passenger strand port due bad weather typhoon',typhoon
'latest update please visit',typhoon
'coincidence damage due typhoon reach billion',typhoon
'signal northern luzon',typhoon
'prayer condolence brother sister who affect hope',typhoon
'typhoon kill people',typhoon
'prepare typhoon',typhoon
'guy let pray typhoon na na sa sa',typhoon
'bulletin storm maintain strength continue move north northwest',typhoon
'summary press brief december be',typhoon
'death toll  typhoon rise people still miss',typhoon
'current name typhoon here take care',typhoon
'typhoon',typhoon
'cancel ang afternoon class sa na please lord wag ang mindanao',typhoon
'still miss  number people miss typhoon sweep ',typhoon
'spectacular image super space station',typhoon
'typhoon last spot northwest northern',typhoon
'xx pray co typhoon typhoon mindanao history',typhoon
'typhoon satellite image',typhoon
' hit typhoon ',typhoon
'typhoon weaken make landfall now traverse',typhoon
'live makeshift shelter rain still happen',typhoon
'thank info emergency team monitor here keep come',typhoon
'typhoon km southeast',typhoon
'typhoon hit  kill people destroy home typhoon thump',typhoon
'update be signal no luzon northern island',typhoon
' psychic association have cancel annual meet typhoon see come',typhoon
' storm more dead hundred more miss wake typhoon defence office',typhoon
'typhoon maintain strength now head province',typhoon
'typhoon atlantic',typhoon
'si parang nag tour  mindanao luzon',typhoon
'super typhoon update number issue pm gmt sunday dec update',typhoon
'typhoon southeast',typhoon
' hit typhoon more people move shelter typhoon hit ',typhoon
'more bad news week think prayer go out  west ',explosion
'american want enforcement workplace safety laws  explosion',explosion
'see humans no humanity',explosion
'explosion  ',explosion
'nice see more want know happen down there pray boston ',explosion
'marathon runner return home witness plant explosion wow',explosion
'dea',explosion
'explosion u',explosion
'think prayer go out affect west  tragedy much week',explosion
'more photo ',explosion
'west  explosion explain physics behind blast news',explosion
'movie theatre shoot mall shoot school shoot boston bomb  explosion mayan must have be couple month',explosion
'so  fertilizer plant explosion rescuer search survivor miss people  news',explosion
'think prayer go out fellow brother amp sister affect plant explosion west  it accident',explosion
'check out do project benefit west relief fund',explosion
'think prayer go family affect explosion ',explosion
'now have get guy explosion  even wear suit tie',explosion
'news come out work say expect dead blast include firefighter',explosion
'can offer house or search house wake west explosion see doc',explosion
'it  explosion west  get right',explosion
'thing see cant even see hear',explosion
' ',explosion
'official injure  plant explosion',explosion
'least two kill hundred injure explosion fertiliser plant near  ',explosion
'explosion update local medium report least dead hundred injure fertiliser plant',explosion
'still send prayer',explosion
'view aftermath',explosion
' explosion boston bombing assassination attempt light skin nigga it be rough week',explosion
'domestic news west  paramedic arrest relate blast source',explosion
'west fertilizer plant explosion lawyer explosion lawyer ',explosion
'experience life',explosion
'terrify event week prayer go out victim family',explosion
'injure  fertilizer plant explosion',explosion
' fertilizer plant explosion register magnitude quake break news',explosion
'soul cleanse roommate collect pile clothe donate west ',explosion
'president west  forget',explosion
'gloat over dead body calif paper print sicken cartoon west  explosion',explosion
'explosion fertilizer plant west  tonight photo scene',explosion
'console family survivor west  plant explosion',explosion
'break news  explosion five firefighter one police officer dead explosion fertilizer plant fox pray',explosion
'perry blast california newspaper cartoon depict  plant explosion',explosion
'word president attend memorial who die blast west ',explosion
'so',explosion
'news reporter explosion  make british news correspondent look so modern',explosion
'apartment near explosion',explosion
'explosion fertilizer plant stay us latest detail',explosion
'leave country',explosion
'perry declare fertilizer explosion site disaster area',explosion
'first boston now  prayer out affect amp',explosion
'think explosion  more boston bomb',explosion
'best web something impact fertilizer plant west  comet fragment',explosion
'fertilizer may have cause  explosion usa today usa today houston t',explosion
'long line back home west resident',explosion
'keep   prayer tonight over dead let us stay nation do time',explosion
'do see  fertilizer explosion',explosion
'report dead tonight fertilizer plant explosion hundred more injure',explosion
'multiple injury report  fertilizer plant explosion',explosion
'so explosion  home state cant believe happen lord give us strength',explosion
'update two people confirm dead fear up may have die hundred injure  ',explosion
'first responder fertilizer plant explosion arrest pipe bomb occupy america',explosion
'jesus have mercy up people west ',explosion
'heart go out boston victim victim  plant explosion',explosion
'blair cove apartment offer house have unit number',explosion
'earth day here latest  fertilizer plant explosion oil spill arkansas',explosion
'animal come north  adoption follow explosion',explosion
' perry memorial ordinary individual bless courage forget who',explosion
'holy shit watch',explosion
'multiple injury report plant explosion',explosion
'people include first responder die fertilizer plant blast west  mayor tell usa today',explosion
'photo explosion rip  fertilizer plant explosion  fertilizer plant',explosion
'brother his girlfriend take care kitten rescue west explosion',explosion
'friend amp customer  wonder can best help out tragedy west',explosion
'one thing watch',explosion
'break twelve body recover follow  fertilizer plant blast people injure',explosion
' fertilizer facility do have sprinkler valve fire alarm or require blast wall',explosion
'holy fuck',explosion
'video',explosion
' explosion ruin smoke burn home film blast video',explosion
'major explosion  cause lack law enforce regulation  zone',explosion
'dallas morning news report part town west level fertilizer plant explosion',explosion
'hearts prayer west  last night tragedy please continue keep pr',explosion
'continue',explosion
'break police amp people kill  fertilizer plant explosion hurt turn good morning',explosion
'em director say dead west explosion confirm',explosion
'happen west ',explosion
'mayor kill blast include volunteer firefighter dallas firefighter',explosion
'devastate catch camera fertilizer plant explosion near  ',explosion
'shit  no bomb build fire end up be explosion off gas amp fume',explosion
' town honor dead fertilizer plant blast kill april explosion first re',explosion
'pray injure people hope no casualty',explosion
'west fertilizer co say plant have no alarm firewall or automatic system',explosion
'see blast martin cover latest detail fertilizer plant explosion rock',explosion
'pressure cooker bomb entire build tick time bomb west fertilizer domestic terrorism',explosion
'hear explosion shock nick grandparent live there so',explosion
'think west  so first responder kill there fertilizer plant explosion',explosion
'ranger fan help west ',explosion
' explosion dispatch people trap fire need can send',explosion
'why wont medium report  fertilizer explosion kill',explosion
'national memo week  explosion illuminate glare hypocrisy rick perry ted',explosion
'god problem or situation',explosion
'holy',explosion
'dead people cry think prayer go victim',explosion
'number continue change  explosion confirm explosion level block',explosion
'tragedy now west  happen now unite state',explosion
'boston marathon runner return home  witness plant explosion fox news',explosion
'listen lieutenant colonel potter',explosion
'walk wind west blast continue arrive  hospital administrator say',explosion
'kill hundred injure fertilizer plant explosion dallas fort worth',explosion
'latest update west explosion night follow reporter there',explosion
'now find out earthquake feel tonight so send prayer out tonight',explosion
'update explosion west  or dead more injure',explosion
'heart go out dozen kill explosion hope no one get hurt',explosion
'coffin first responder',explosion
'think prayer colleague affect explosion fire',explosion
'still mit boston wow so bomb fire explosion  know wow bad wee',explosion
'send hope prayer people  ',explosion
'house business destroy  fertilizer plant explosion',explosion
'get report out   explosion fertilizer plant multiple injury responder',explosion
'explosion  crazy people evacuate enough',explosion
'de en  corrie west',explosion
'think go out  boston',explosion
'read first responder scene  fertilizer blast',explosion
'fertilizer plant explosion near   day anniversary crazy cult standoff happen ',explosion
'family obtain information family member',explosion
'prayer explosion hit fertilizer plant north  ',explosion
'explosion hope people ',explosion
'republican who vote aid ask aid west  explosion',explosion
' high alert there  explosion scare pray people freight scare',explosion
' official honor firefighter kill fertilizer plant explosion washington post washington p',explosion
'explosion aa fertilizer plant near   injure multiple people vancouver',explosion
'video moment explosion  fertiliser plant score hurt amp unknown number dead',explosion
'please keep ur think situation loss worst over',explosion
'explosion please',explosion
'photo explosion  reveal mass destruction blast',explosion
'disaster em director say people fear dead  fertilizer plant explosion video',explosion
'break entire town west  evacuation fume may spread',explosion
'boston forget disaster west  peep lot help need there',explosion
'west  ce pas en ',explosion
'multiple fatality now report  plant explosion area',explosion
'wow crazy world be in take single day grant',explosion
'today think prayer victim explosion west family may god bless west',explosion
'say home school nurse home amp apartment build level dead hun',explosion
'watch news west  fertilizer plant explosion prayer victim',explosion
'want love countryman  here',explosion
'aerial photo show destruction west ',explosion
'create special section dedicate story multimedia info help',explosion
'boston bomb  explosion time mit shoot',explosion
'west be backyard life heart pray  call home',explosion
'jesus christ guy see video  plant explosion go',explosion
'have family  emergency number information',explosion
'large explosion report fertilizer plant near  ',explosion
'tweet plant like inspect yr',explosion
'police people kill fertilizer plant explosion more hurt',explosion
'death toll rise  blast let forget',explosion
'disgust lack concern coverage west  bomb',explosion
'explosion west ',explosion
'boston marathon bomb west  explosion pass us house tell two',explosion
'raise fund or west tonight plan tuesday april',explosion
'west  blast rescuer arrest criminal probe open last month blast',explosion
'it degree  people line up block outside give blood',explosion
'ted ask federal aid  explosion vote federal aid',explosion
'explosion en  no se',explosion
'wow fertilizer plant explosion  thing so much happen',explosion
'mi  para la de de  ',explosion
'god give challenge know overcome',explosion
'photo  fertilizer plant explosion',explosion
'send think prayer people west  damn',explosion
'sick stomach think fire fighter lose live so have',explosion
'triage injure reagan west  due explosion multiple area fire include school',explosion
'explosion fire rip  fertilizer plant yahoo news singapore',explosion
'first boston bomb then now plant explosion  happen',explosion
'news come out',explosion
'get distract stop lose right browse internet',explosion
'west  explosion perry rim more react',explosion
'mt break multiple casualty fertilizer plant explosion report',explosion
'hacker exploit  explosion news spread',explosion
'prayer go out  ',explosion
'please keep town west  surround area prayer tonight god involve',explosion
'prayer west',explosion
'tragedy strike',explosion
'so thing know claim link explosion immigrant live there',explosion
'see news west explosion call friend amp go hospital so',explosion
'em firefighter first responder still miss report initial fire fertilizer plant',explosion
'explosion  register time seismograph amarillo mi blast',explosion
' explosion break news people include first responder kill fertilizer blast west  mayor say u',explosion
'so far week two year old kill homeless man dare bomb',explosion
'remember fall',explosion
'request u army  national guard  weapon mass destruction support team respond',explosion
'president remember people west  pledge resource',explosion
'send out prayer involve  fertilizer plant explosion',explosion
'holder talk pursue who kill injure hundred behind west  explosion',explosion
'pray family affect tragedy west ',explosion
'people west  be evacuate over fear fertilizer tank may explode major blast same plant',explosion
'man survive boston marathon bomb return home witness  fertilizer plant explosion',explosion
'wednesday night blast shake house mile measure event',explosion
'break news explosion injury report fertilizer plant near ',explosion
'break authority fertilizer plant explode near   cause',explosion
'blast flatten home five block radius accord mayor',explosion
'liability insurance require plant like west fertilizer facility',explosion
'god bless people west  clear eye full heart cant lose',explosion
'wonder libertarian zone laws west  edition two school fertilizer plan',explosion
'explosion  fertilizer plant hundred injure',explosion
'now tune explosion near  multiple building include school hospital burn area un',explosion
'pray may peace god envelope al',explosion
'unfortunate event heart go out affect blast',explosion
'so boston bomb happen now explosion  bite coincidence',explosion
'prayer boston west  cant believe happen',explosion
'law enforcement advise resident leave town',explosion
'hope no one know involve west  explosion',explosion
'world put thing perspective us',explosion
'heart prayer go out family friend west  be think day',explosion
'video explosion west  fuck god',explosion
'so far week two year old kill homeless man dare bomb threat',explosion
'home shatter student return school west  resident have return  town crater',explosion
'fertilizer plant explode believe have injure or kill hundred read',explosion
'report victim treat medical center have be release',explosion
' fertilizer plant evade safety regulation carry m liability insurance',explosion
'here list way can help support affect yesterday explosion west ',explosion
'mayor west  now say there people dead blast last night number rise',explosion
'nurse home bomb',explosion
'explode west  apply retail exemption inspection',explosion
'happen earth',explosion
'mass explosion ',explosion
'here west  fire department website',explosion
'wow',explosion
'ammonia tank now fire west  fertilizer plant bad stuff',explosion
'key fact plant explosion west ',explosion
'week boston bomb  explosion year old kill homeless man now gunfire mit boston jesus',explosion
'spread word blair cove apartment off  room open over night explosion victim pet',explosion
'one spine tingle things have witness life so',explosion
'fire ammonium nitrate explosion firefighter who tell hi employee now',explosion
'view sky explosion crazy',explosion
'report  plant explosion boston bomb medium analysis film war whistleblower',explosion
'explosion rock city unite state time fertilizer plant ',explosion
'pic  explosion more photo',explosion
'feel donate victim boston bomb  explosion assist wind soldier',explosion
'want help victim impact explosion west ',explosion
'live coverage  fertilizer plant explosion come up',explosion
'atf location',explosion
'mind mention compilation tune donate artist raise money',explosion
'mayor  please send u prayer there lot people who wont here tomorrow',explosion
'west  fertilizer plant have time amount ammonium nitrate require notification report it',explosion
'pray family great state  involve fertilizer plant explosion',explosion
'fertilizer plant explosion over injure amp nurse home collapse',explosion
'ammonia chemical site west  explosion science',explosion
'mass injury report  fertilizer plant blast fire explosion outside  damage',explosion
'explosion  america country',explosion
'crazy',explosion
'upper branch memorial speech do call workplace safety protection',explosion
'wife one go donate blood',explosion
'no sleep tonight catch camera fertilizer plant explosion near ',explosion
'pray family west stand',explosion
'explosion  happen',explosion
'so charge use  company west  have limit fertilizer',explosion
'much pain month',explosion
'fuck week boston explosion tonight ',explosion
'remember think prayer west ',explosion
'people die more time die why do boston get so much more attention',explosion
' senator vote federal aid hurricane then request federal aid explosion',explosion
'week be so drain time get better',explosion
'consider donate tomorrow help affect explosion west spread word',explosion
'use chatter people have no compassion',explosion
' authority advise west  residence leave town follow explosion god',explosion
'have no word terrify so',explosion
'tragedy amp chaos west tonight please pray small  rock explosion ',explosion
'plant aftermath  fertilizer plant explosion plant include',explosion
'go can people stop get hurt please',explosion
'case guy see fertilizer plant explosion small  call',explosion
'learn people injure west  explosion house',explosion
'terrify week crap catch camera fertilizer plant explosion near  ',explosion
'explosion occur today  ',explosion
'can imagine like live there right now or west',explosion
'forget pray',explosion
'pray fellow texan west',explosion
'get live update   explosion',explosion
'pray   day be still be pray boston massachusetts say',explosion
'  west emergency worker love u pray',explosion
'saw  forest service team i head west',explosion
'damn dude people die  fertilizer plant even imagine shock',explosion
'full amateur footage catch camera fertilizer plant explosion near  ',explosion
'happen  fertilizer plant blow up sm',explosion
'earthquake middle east boston bomb north korea threat mother suicide explosion  it',explosion
'it be tough heart go out family well still recover',explosion
'emergency set up people need info love one',explosion
'read article make me glad ranger fan',explosion
'prayer west  week',explosion
'think prayer people family west ',explosion
'so west word prayer',explosion
'update  fertilizer plant explosion video footage amp now know',explosion
'catch camera fertilizer plant explosion near  ',explosion
'photo submit damage inside home near plant',explosion
'help w relief effort be make shower facility  express location',explosion
're explosion  no zone regulation look like',explosion
' plant explosion nightmare scenario  rick perry call fertilizer',explosion
'co dispatch ask more resource rescue trap people apartment fertilizer plant west',explosion
'okay now get',explosion
'rescuer continue search survivor fertilizer plant explosion west  kill least people',explosion
'up dead  blast people may have die explosion here',explosion
'american want enforcement workplace safety law  explosion',explosion
'blast take place west fertilizer plant mile north  blast t',explosion
'think prayer  west  tonight',explosion
'explosion  o hour here',explosion
'report body recover explosion  fertilizer plant search survivor cause continue',explosion
'paramedic vocal  plant explosion face charge',explosion
' explosion chemical tank fire fertilizer plant police urge mile radius evacuate no',explosion
'break  public safety unknown number people kill fertilizer plant explosion',explosion
'video pray west',explosion
'thank god bless boston rest massachusetts   let us forget innocent',explosion
'day explosion  fertilizer plant government accountability office issue report find state',explosion
'surround area',explosion
'injury report large explosion fertilizer plant',explosion
' explosion city say resident area west  allow back home start tomorrow',explosion
'west mayor say radius near fertilizer plant be evacuate',explosion
'prayer west  god bless',explosion
'prayer people boston west  tonight',explosion
'explosion damn who right mind start conspiracy fertilizer factory go',explosion
'please keep family think okay lose explosion',explosion
'watch horrify video  fertilizer plant explosion',explosion
'official body recover  blast farm town rock roar explosion',explosion
'blog post west  paramedic arrest relate blast source',explosion
'investigator search clue cause  explosion',explosion
'think prayer so sa',explosion
'think prayer go out west ',explosion
'police find no evidence fertilizer plant explosion',explosion
'video west  salute fall hero report',explosion
'now catch second boston suspect can now focus west ',explosion
' bomb last night people kill so far',explosion
'interest be do live phone interview',explosion
'  fertilizer plant explosion unit request',explosion
'prayer west ',explosion
'prayer ',explosion
'fbi shut down west  hunt arrest fertilizer plant owner kill up people',explosion
'man explosion  pray hope injure',explosion
'boston bombing shooting letter bomb germany  explosion earthquake off japan week',explosion
'fire more injury home business destroy',explosion
'hundred believe injure  fertilizer plant blast west  hundred people',explosion
'so far week two year old kill homeless man dare bomb threat it thursday',explosion
'here graphic impact area',explosion
'saw video explosion  so crazy people injure amp fatality',explosion
'oh good ron paul explain blow up fertilizer destroy  town protect liberty',explosion
'let forget west ',explosion
'see human no humanity',explosion
'hundred believe injure  fertilizer plant blast yahoo news',explosion
'say let pray tomorrow morning front school',explosion
'report dead fertilizer plant explosion west  block area level entire town be evacuate',explosion
'do have family or friend west  near fertilizer plant explosion have check',explosion
'call capture terror  plant explosion',explosion
'why do explosion  take so live cause damage warrant coverage',explosion
'news hospital ceo west explosion patient treat so far no death time',explosion
'have no word terrify',explosion
'way get out particular',explosion
'two tragedy days something right',explosion
'prayer  west ',explosion
'good morning watch think go family west  still boston',explosion
'remember who have lose send think prayer brother amp sister west  join us',explosion
'prayer go out victim family god bless',explosion
'  bomb blow',explosion
'so far week two year old kill homeless man dare bomb threat it',explosion
'first boston bomb now major  explosion prayer go out victim family ',explosion
'devastate heart go out people west police people kill  explosion',explosion
'american want enforcement workplace safety law ',explosion
' explosion live update fear dead injure blast  fertiliser factory',explosion
'official confirm death blast fertiliser plant  town number',explosion
'break news kill blast  fertilizer plant washington people',explosion
'follow latest',explosion
'memorial blast celebrate  tragedy get out hand fertilizer factory',explosion
'baseball team mt update  ranger launch criminal investigation west  explosion',explosion
'please join me pray victim explosion  family',explosion
'people west  pull bakery give out free food pharmacy collect clothe',explosion
'go world right now',explosion
'oh god video so frighten',explosion
'please join u pray injure amp effect fertilizer plant explosion ',explosion
